,name,address,city,state,postal_code,stars,review_count,is_open,categories
192088,HotShop Hot Yoga & Spin,"4625 Varsity Drive NW, Suite 208",Calgary,AB,T3A 0X9,4.5,6,1,"Fitness & Instruction, Active Life, Yoga"
192095,Celli's Fitness Center,1928 Spring Garden Ave,Pittsburgh,PA,15212,5.0,6,1,"Fitness & Instruction, Active Life"
192102,Durango Hills Community Center YMCA,3521 N Durango Dr,Las Vegas,NV,89129,3.5,32,1,"Swimming Pools, Fitness & Instruction, Active Life, Trainers, Gyms, Preschools, Education, Local Services, Child Care & Day Care"
192135,CycleBar,"3355 Richmond Rd, Ste 101A",Beachwood,OH,44122,4.5,21,1,"Active Life, Cycling Classes"
192136,Elle Fitness and Social,"580 King Street W, 2nd Floor",Toronto,ON,M5V 1M1,4.0,21,1,"Trainers, Active Life, Fitness & Instruction, Gyms"
192225,Summa Health Wellness Center,5625 Hudson Dr,Hudson,OH,44236,5.0,5,1,"Trainers, Fitness & Instruction, Active Life, Pilates, Yoga"
192425,Youfit Health Clubs,4414 W Cactus Rd,Glendale,AZ,85304,3.0,33,1,"Gyms, Fitness & Instruction, Trainers, Active Life"
192522,Anytime Fitness,"5941 Weddington Rd, Suite 107",Wesley Chapel,NC,28104,4.5,6,1,"Gyms, Trainers, Fitness & Instruction, Active Life, Cardio Classes"
192598,UW Health at The American Center,4602 Eastpark Blvd,Madison,WI,53718,4.5,6,1,"Active Life, Cosmetic Surgeons, Doctors, Fitness & Instruction, Orthopedists, Medical Centers, Physical Therapy, Cardiologists, Health & Medical, Emergency Rooms, Drugstores, Hospitals, Shopping"
192681,One Health Clubs,2021 Cliff Road,Mississauga,ON,L5A 3N8,2.5,14,1,"Trainers, Gyms, Active Life, Fitness & Instruction"
192735,Loco Dojo,"1510 E Bell Rd, SteA200",Phoenix,AZ,85022,5.0,8,1,"Martial Arts, Karate, Active Life, Fitness & Instruction"
192873,Pilates du Plateau,"120 Avenue Duluth E, Suite 27",Montréal,QC,H2W 1H1,5.0,3,1,"Pilates, Fitness & Instruction, Active Life, Leisure Centers, Tai Chi, Barre Classes"
192899,Planet Fitness,180 Concord Commons Pl SW,Concord,NC,28025,4.5,14,1,"Trainers, Fitness & Instruction, Gyms, Active Life"
193003,TITLE Boxing Club,30691 Detroit Rd,Westlake,OH,44145,4.5,23,1,"Boxing, Fitness & Instruction, Active Life, Gyms, Sports Clubs, Trainers"
193117,Faction Combatives and Combat Sports,"7641 E Guadalupe Rd, Ste B103",Mesa,AZ,85212,5.0,9,1,"Active Life, Fitness & Instruction, Self-defense Classes, Trainers, Brazilian Jiu-jitsu, Muay Thai, Martial Arts, Boxing"
193245,Perfit Bodies,"2602 W Baseline, Ste 20",Mesa,AZ,85202,5.0,7,1,"Health & Medical, Trainers, Gyms, Nutritionists, Fitness & Instruction, Active Life"
193296,Grant Brown Golf Lessons,11500 N Hayden Rd,Scottsdale,AZ,85260,5.0,5,1,"Fitness & Instruction, Golf, Golf Lessons, Active Life"
193303,Allez Up,1555 Saint-Patrick,Le Sud-Ouest,QC,H3K 2C8,4.5,23,1,"Event Planning & Services, Climbing, Fitness & Instruction, Active Life, Team Building Activities"
193363,GoodLife Fitness,6875 Meadowvale Town Centre Circle,Mississauga,ON,L5N 2W7,3.0,10,1,"Gyms, Active Life, Trainers, Fitness & Instruction, Sports Clubs"
193416,Via Linda Senior Center,10440 E Via Linda,Scottsdale,AZ,85258,4.0,5,1,"Senior Centers, Fitness & Instruction, Adult Education, Recreation Centers, Art Classes, Arts & Entertainment, Gyms, Active Life, Sports Clubs, Social Clubs, Home Health Care, Education, Health & Medical"
193430,Fitworks Mentor,9170 Mentor Ave,Mentor,OH,44060,3.0,4,1,"Gyms, Boot Camps, Trainers, Fitness & Instruction, Active Life"
193438,Studio Fitness,74 Bathurst  Street,Toronto,ON,M5V 2P5,5.0,3,1,"Active Life, Trainers, Fitness & Instruction"
193521,Bell Fitness,"4850 N Litchfield Park Rd, Ste 106",Litchfield Park,AZ,85340,5.0,5,1,"Fitness & Instruction, Boot Camps, Interval Training Gyms, Trainers, Gyms, Active Life"
193701,GoodLife Fitness,370 Main Street N,Brampton,ON,L6V 4A4,3.5,9,1,"Trainers, Gyms, Sports Clubs, Fitness & Instruction, Active Life"
193818,CrossFit Majestic,"375 E Warner Rd, Ste 3",Chandler,AZ,85225,5.0,19,1,"Fitness & Instruction, Gyms, Active Life, Interval Training Gyms"
193910,Iyengar Yoga Institute of Pittsburgh,2721 Murray Ave,Pittsburgh,PA,15217,5.0,10,1,"Active Life, Yoga, Fitness & Instruction, Meditation Centers, Health Coach, Health & Medical"
194020,Anytime Fitness,"Unit 36, 12192 Symons Valley Rd NW",Calgary,AB,T3P 0A3,2.5,17,1,"Trainers, Gyms, Fitness & Instruction, Active Life"
194285,Econofitness,1125 rue Ontario Est,Montréal,QC,H2L 1R1,3.5,5,1,"Active Life, Fitness & Instruction, Gyms"
194300,The Fit,1709 Monroe St,Madison,WI,53711,3.5,3,1,"Fitness & Instruction, Trainers, Active Life, Gyms"
194403,YMCA,108 Quarry Park Road SE,Calgary,AB,T2C 3E7,3.5,5,1,"Summer Camps, Active Life, Specialty Schools, Child Care & Day Care, Gyms, Swimming Lessons/Schools, Fitness & Instruction, Local Services, Education"
194716,Happy Swimmers Mobile Swim School,,Phoenix,AZ,85069,4.0,7,1,"Event Planning & Services, Specialty Schools, Education, Fitness & Instruction, Active Life, Swimming Lessons/Schools, Party & Event Planning"
194725,Jabz Boxing Fitness for Women- Surprise,"13601 N Litchfield Rd, Ste 127",Surprise,AZ,85379,5.0,3,1,"Trainers, Active Life, Gyms, Fitness & Instruction, Boxing"
194782,Smart Gym,"9736 W Northern Ave, Ste 1510, Park West Shopping Center",Peoria,AZ,85345,3.0,40,1,"Active Life, Trainers, Fitness & Instruction, Gyms"
194786,Toronto West End College St. YMCA Centre,931 College Street,Toronto,ON,M6H 1A1,3.5,28,1,"Gyms, Fitness & Instruction, Active Life, Summer Camps, Child Care & Day Care, Local Services"
194957,Hughes Karate-Do,855 S Bogle Ave,Chandler,AZ,85225,5.0,3,1,"Fitness & Instruction, Active Life, Martial Arts, Karate"
195055,Lululemon Athletica,2558 Yonge Street,Toronto,ON,M4P 2J2,4.0,11,1,"Sporting Goods, Yoga, Fitness & Instruction, Active Life, Sports Wear, Shopping, Fashion, Women's Clothing"
195122,Borelli's Dance Gallery,5001 Library Rd,Bethel Park,PA,15102,3.5,3,1,"Education, Fitness & Instruction, Active Life, Performing Arts, Arts & Entertainment, Dance Studios, Dance Schools, Specialty Schools"
195150,Yoga Flow,5433 Walnut St,Pittsburgh,PA,15232,4.5,32,1,"Active Life, Fitness & Instruction, Yoga"
195192,Golf Galaxy,8621 W Charleston Blvd,Las Vegas,NV,89117,4.0,51,1,"Shopping, Golf Equipment, Active Life, Fitness & Instruction, Golf Lessons, Outdoor Gear, Golf, Sporting Goods, Sports Wear, Fashion"
195277,Your Wedding Dance,6 A Tippett Road,Toronto,ON,M3H 2V2,5.0,3,1,"Fitness & Instruction, Specialty Schools, Active Life, Event Planning & Services, Dance Schools, Education, Dance Studios"
195278,Akasha Yoga Montréal,3413 Rue Notre-Dame O,Montréal,QC,H4C 1P3,4.5,3,1,"Fitness & Instruction, Yoga, Active Life"
195285,EōS Fitness,35 S Stephanie St,Henderson,NV,89012,3.5,331,1,"Gyms, Active Life, Fitness & Instruction, Trainers, Cardio Classes"
195338,Varsity Natural Health Center,"4616 Valiant Drive NW, Suite 102",Calgary,AB,T3A 0X9,4.0,3,1,"Dentists, Active Life, General Dentistry, Health & Medical, Counseling & Mental Health, Massage Therapy, Cosmetic Dentists, Massage, Psychologists, Acupuncture, Fitness & Instruction, Beauty & Spas, Hydrotherapy, Yoga, Reflexology"
195346,Yoga Sarana YYC,1330 15th Avenue SW,Calgary,AB,T3C 3N7,3.0,4,1,"Fitness & Instruction, Trainers, Yoga, Active Life, Specialty Schools, Education"
195355,Workout Anytime Concord / Harrisburg North,3659 Concord Pkwy S,Concord,NC,28027,3.0,7,1,"Health & Medical, Fitness & Instruction, Active Life, Tanning Beds, Beauty & Spas, Gyms, Tanning, Trainers"
195406,TITLE Boxing Club,2581 Anthem Village Dr,Henderson,NV,89052,4.5,39,1,"Boxing, Fitness & Instruction, Active Life, Gyms, Trainers"
195466,CrossFit BCR,"1427 E Bell Rd, Ste 101",Phoenix,AZ,85022,5.0,3,1,"Fitness & Instruction, Yoga, Gyms, Trainers, Active Life"
195507,Victory Martial Arts - Tenaya,"7270 W Lake Mead Blvd, Ste 150",Las Vegas,NV,89128,4.5,9,1,"Active Life, Fitness & Instruction, Martial Arts"
195556,The Loop,1978 Kensington Road NW,Calgary,AB,T2N 3R5,4.5,3,1,"Fitness & Instruction, Knitting Supplies, Shopping, Active Life, Education, Trainers"
195612,Ashtanga Vegas,"7240 W Azure Dr, Ste 115",Las Vegas,NV,89130,4.5,19,1,"Beauty & Spas, Trainers, Massage, Yoga, Fitness & Instruction, Active Life"
195616,Bill and Lillie Heinrich YMCA,4141 Meadows Ln,Las Vegas,NV,89107,4.0,36,1,"Swimming Pools, Gyms, Fitness & Instruction, Trainers, Active Life, Child Care & Day Care, Education, Preschools, Local Services"
195660,Moksha Yoga Phoenix,3121 E Lincoln Dr,Phoenix,AZ,85016,4.5,50,1,"Pilates, Active Life, Yoga, Fitness & Instruction, Kids Activities"
195670,iCombat Madison,2919 Marketplace Dr,Fitchburg,WI,53719,2.5,19,1,"Active Life, Laser Tag, Fitness & Instruction, Event Planning & Services, Venues & Event Spaces"
195690,DelaFIT,"7342 E Shea Blvd, Ste 107",Scottsdale,AZ,85260,5.0,7,1,"Gyms, Active Life, Fitness & Instruction"
195707,Wand Fight Team Martial Arts,3061 Business Ln,Las Vegas,NV,89103,5.0,26,1,"Martial Arts, Gyms, Brazilian Jiu-jitsu, Sports Clubs, Fitness & Instruction, Active Life, Kickboxing, Muay Thai, Boxing, Self-defense Classes"
195778,GoodLife Fitness,12686 48 St SE,Calgary,AB,T2Z 0B1,3.0,10,1,"Gyms, Active Life, Swimming Pools, Fitness & Instruction, Sports Clubs, Trainers"
195813,CrossFit Preferred,"3244 E Guadalupe Rd, Ste 101",Gilbert,AZ,85234,5.0,12,1,"Interval Training Gyms, Trainers, Fitness & Instruction, Gyms, Active Life"
195878,Raw Fitness - North West,"4450 N Tenaya Way, Ste 160",Las Vegas,NV,89129,4.5,23,1,"Gyms, Health & Medical, Boot Camps, Weight Loss Centers, Fitness & Instruction, Active Life, Trainers"
195953,Premier Fitness Development,"225 Bruce St, Ste C",Verona,WI,53593,5.0,4,1,"Trainers, Fitness & Instruction, Gyms, Active Life"
196015,The Salt Room,"10624 S Eastern Ave, Ste G",Henderson,NV,89052,4.5,75,1,"Massage Therapy, Health & Medical, Halotherapy, Fitness & Instruction, Skin Care, Yoga, Beauty & Spas, Reiki, Active Life, Massage, Day Spas"
196046,The Spa at New York New York,3790 Las Vegas Blvd S,Las Vegas,NV,89109,3.0,47,1,"Active Life, Beauty & Spas, Day Spas, Gyms, Fitness & Instruction"
196089,LA Fitness,16635 W Bell Rd,Surprise,AZ,85374,3.5,13,1,"Gyms, Trainers, Yoga, Fitness & Instruction, Active Life"
196234,Kula Yoga Studio,"2640 Bristol Circle, Suite 300",Oakville,ON,L6H,4.0,9,1,"Active Life, Fitness & Instruction, Meditation Centers, Yoga"
196392,Wolfpack Boxing Club,"1000 Gregg St, Bldg 9",Carnegie,PA,15106,5.0,3,1,"Fitness & Instruction, Active Life, Boxing, Sports Clubs, Gyms, Trainers"
196458,Heart & Sole Performing Arts,"16630 W Greenway Rd, Ste 317",Surprise,AZ,85388,3.0,10,1,"Education, Specialty Schools, Dance Schools, Fitness & Instruction, Dance Studios, Active Life, Performing Arts, Arts & Entertainment"
196535,Silverio Massage Therapy,"5115 S Durango Dr, Ste 100",Las Vegas,NV,89113,5.0,4,1,"Massage Therapy, Boot Camps, Massage, Health & Medical, Reflexology, Active Life, Beauty & Spas, Day Spas, Fitness & Instruction"
196749,Yong-In Master An's Taekwondo,14270 W Indian School Rd C-9,Goodyear,AZ,85395,4.0,7,1,"Active Life, Fitness & Instruction, Taekwondo, Martial Arts"
196753,The Martial Arts Training Institute,9306 Beatties Ford Rd,Huntersville,NC,28078,5.0,3,1,"Fitness & Instruction, Active Life, Martial Arts"
196759,Hiro Karate,8433 W Lake Mead Blvd,Las Vegas,NV,89128,5.0,13,1,"Karate, Fitness & Instruction, Chinese Martial Arts, Martial Arts, Active Life"
196837,Curves,"2775 S Nellis Blvd, Ste 10",Las Vegas,NV,89121,4.0,3,1,"Weight Loss Centers, Health & Medical, Trainers, Fitness & Instruction, Active Life, Gyms"
196845,Econofitness,7836 Boulevard Champlain,Montréal,QC,H8P 1B3,2.5,3,1,"Active Life, Gyms, Fitness & Instruction"
196861,My Personal Trainer,381 W Bagley Rd,Berea,OH,44017,4.0,4,1,"Trainers, Gyms, Fitness & Instruction, Active Life"
196877,The Camp Transformation Center - Parma,5275 Commerce Pkwy W,Parma,OH,44130,4.5,3,1,"Weight Loss Centers, Fitness & Instruction, Health & Medical, Active Life, Trainers, Boot Camps, Gyms"
196879,Fullout Dance Academy,"8090 S Durango Dr, Ste 115",Las Vegas,NV,89113,5.0,10,1,"Dance Studios, Fitness & Instruction, Active Life"
196922,Thurston Personal Training,"3624 E Bell Rd, Ste A",Phoenix,AZ,85032,5.0,29,1,"Health & Medical, Nutritionists, Trainers, Weight Loss Centers, Fitness & Instruction, Gyms, Active Life"
197013,Y2 Yoga,274 S Sharon Amity Rd,Charlotte,NC,28211,4.5,49,1,"Yoga, Active Life, Fitness & Instruction"
197053,Bricks Studio,4550 E Indian School Rd,Phoenix,AZ,85018,5.0,12,1,"Performing Arts, Arts & Entertainment, Summer Camps, Dance Studios, Gymnastics, Active Life, Fitness & Instruction"
197117,Inner Bliss Yoga Studio,19537 Lake Rd,Rocky River,OH,44116,4.5,29,1,"Yoga, Active Life, Fitness & Instruction"
197180,Cannon Brazilian Jiu- Jitsu,"3830 W Pinnacle Peak Rd, Ste 107",Glendale,AZ,85310,5.0,5,1,"Fitness & Instruction, Local Services, Active Life, Martial Arts"
197184,Transcendental Meditation,"8360 W Sahara Ave, Ste 235",Las Vegas,NV,89117,3.0,4,1,"Fitness & Instruction, Active Life, Meditation Centers"
197240,Insight Imaging,"5620 W Thunderbird Rd, Ste A",Glendale,AZ,85306,3.0,9,1,"Doctors, Active Life, Fitness & Instruction, Medical Centers, Diagnostic Services, Trainers, Health & Medical, Diagnostic Imaging"
197256,"Heather Stewart, RMT",37 Spadina Road,Toronto,ON,M5R 2S9,5.0,4,1,"Fitness & Instruction, Trainers, Massage, Active Life, Yoga, Health & Medical, Beauty & Spas"
197343,Planet Fitness,13891 Cedar Rd,South Euclid,OH,44118,3.5,11,1,"Active Life, Gyms, Fitness & Instruction, Trainers"
197379,The Madison Improvement Club,3802 E Indian School Rd,Phoenix,AZ,85018,4.5,130,1,"Active Life, Fitness & Instruction, Cycling Classes, Yoga, Spin Classes, Food"
197410,Okra,1912 Commonwealth Ave,Charlotte,NC,28205,4.0,47,1,"Massage, Beauty & Spas, Active Life, Day Spas, Local Flavor, Health & Medical, Coffee & Tea, Fitness & Instruction, Yoga, Massage Therapy, Food"
197439,JCC of Charlotte,5007 Providence Rd,Charlotte,NC,28226,4.5,10,1,"Specialty Schools, Art Schools, Synagogues, Religious Organizations, Active Life, Education, Fitness & Instruction, Gyms, Public Services & Government, Community Centers, Child Care & Day Care, Summer Camps, Local Services, Preschools"
197464,Hypoxi,"7001 N Scottsdale Rd, Suite 138",Scottsdale,AZ,85253,4.5,16,1,"Health & Medical, Gyms, Skin Care, Weight Loss Centers, Beauty & Spas, Fitness & Instruction, Health Coach, Active Life, Saunas, Body Contouring"
197469,Peaceful Warrior Martial Arts & Healing Center,7830 E Refield Rd,Scottsdale,AZ,85260,3.5,6,1,"Fitness & Instruction, Pilates, Summer Camps, Active Life, Martial Arts, Yoga"
197485,Life Time Fitness,9915 E Independence Blvd,Matthews,NC,28105,3.0,24,1,"Gyms, Fitness & Instruction, Sports Clubs, Active Life, Trainers"
197540,Ape Index Rock Climbing,"9700 N 91st Ave, Ste 118",Peoria,AZ,85345,4.0,55,1,"Climbing, Rock Climbing, Fitness & Instruction, Active Life, Gyms"
197644,Pure Yoga,47 Fraser Ave,Toronto,ON,M6K 1Y7,4.0,4,1,"Fitness & Instruction, Active Life, Yoga"
197663,House Of Energy,145 Augusta Avenue,Toronto,ON,M5L 2L4,4.5,7,1,"Shopping, Cafes, Restaurants, Health & Medical, Alternative Medicine, Food, Coffee & Tea, Fitness & Instruction, Jewelry, Active Life, Local Flavor, Meditation Centers, Arts & Crafts"
197675,F45 Training,82 Esther Shiner Blvd,Toronto,ON,m2k 0c5,5.0,4,1,"Fitness & Instruction, Trainers, Active Life, Gyms"
197759,The Wheel Mill,6815 Hamilton Ave,Pittsburgh,PA,15208,4.5,11,1,"Bike Rentals, Cycling Classes, Mountain Biking, Active Life, Skate Parks, Summer Camps, Fitness & Instruction, Parks"
197800,Orangetheory Fitness Brecksville,8259 Chippewa Rd,Brecksville,OH,44141,4.5,4,1,"Fitness & Instruction, Interval Training Gyms, Trainers, Active Life, Boot Camps, Gyms"
197806,North Hills High School Track,5324 Perrysville Ave,Pittsburgh,PA,15229,3.0,4,1,"Active Life, Fitness & Instruction, Education, Middle Schools & High Schools"
197823,CycleBar,"2280 Paseo Verde Pkwy, Ste 160",Henderson,NV,89052,4.5,81,1,"Cycling Classes, Active Life, Fitness & Instruction"
197828,Catalyst Training Systems,"401 Magnetic Drive, Unit 31",Toronto,ON,M3J 3H9,5.0,3,1,"Chiropractors, Trainers, Active Life, Gyms, Fitness & Instruction, Health & Medical, Weight Loss Centers"
197868,Gracie Jiu-Jitsu Chandler,"3016 N Dobson Rd, Ste 12",Chandler,AZ,85224,5.0,7,1,"Brazilian Jiu-jitsu, Martial Arts, Active Life, Fitness & Instruction, Kids Activities, Self-defense Classes"
197897,Orangetheory Fitness - Mountains Edge,"8085 Blue Diamond Rd, Ste 108",Las Vegas,NV,89178,5.0,42,1,"Boot Camps, Fitness & Instruction, Trainers, Gyms, Active Life"
198000,Norseman Outdoor Specialist,4655 37 Street SW,Calgary,AB,T3E 3C8,4.5,3,1,"Hiking, Sporting Goods, Climbing, Outdoor Gear, Shopping, Active Life, Ski & Snowboard Shops, Fitness & Instruction, Amateur Sports Teams"
198049,Physiques Gym,2716 E Bell Rd,Phoenix,AZ,85032,5.0,29,1,"Boot Camps, Weight Loss Centers, Active Life, Health & Medical, Trainers, Fitness & Instruction, Gyms"
198090,Lake County Central Branch YMCA,933 Mentor Ave,Painesville,OH,44077,4.5,4,1,"Swimming Pools, Gyms, Local Services, Fitness & Instruction, Active Life, Child Care & Day Care"
198128,Arcadia Pilates,"3627 E Indian School Rd, Ste 204",Phoenix,AZ,85018,5.0,7,1,"Pilates, Fitness & Instruction, Active Life, Yoga, Trainers"
198161,Fit Happy Girl,2980 N Hayden Rd,Scottsdale,AZ,85251,4.5,7,1,"Fitness & Instruction, Active Life, Health & Medical, Trainers, Gyms, Nutritionists"
198170,Fitness 19,"5301 Grove Rd, Ste 601",Pittsburgh,PA,15236,3.5,10,1,"Gyms, Fitness & Instruction, Trainers, Active Life, Yoga"
198281,Pilates Joe,"7850 E Evans Rd, Ste 109",Scottsdale,AZ,85260,4.5,9,1,"Trainers, Pilates, Active Life, Fitness & Instruction"
198324,Las Vegas Meditation,7224 Fury Ln,Las Vegas,NV,89128,5.0,3,1,"Meditation Centers, Active Life, Yoga, Local Services, Community Service/Non-Profit, Health & Medical, Fitness & Instruction, Counseling & Mental Health"
198554,Planet Fitness,1553 W River Rd N,Elyria,OH,44035,3.5,7,1,"Active Life, Gyms, Trainers, Fitness & Instruction"
198585,Planet Fitness,180 Queens Plate Drive,Etobicoke,ON,M9W 6Y9,1.0,3,1,"Trainers, Active Life, Gyms, Fitness & Instruction"
198591,Wing Tsun Arizona,"745 N Gilbert Rd, Ste 120",Gilbert,AZ,85234,5.0,3,1,"Active Life, Martial Arts, Fitness & Instruction, Gyms, Trainers, Education, Educational Services, Self-defense Classes"
198728,Hot Yoga Wellness,"50 McIntosh Drive, Unit 111",Markham,ON,L3R 9T3,3.0,4,1,"Fitness & Instruction, Yoga, Active Life"
198794,Red Mountain Fit Body Boot Camp,"2622 N Ogden, Ste 106",Mesa,AZ,85215,4.0,4,1,"Boot Camps, Active Life, Trainers, Fitness & Instruction, Interval Training Gyms, Gyms"
198950,CrossFit Industrial Athletics,1707 Pennsylvania Ave,Pittsburgh,PA,15233,5.0,9,1,"Interval Training Gyms, Active Life, Gyms, Fitness & Instruction"
198954,Orangetheory Fitness Camelback Colonnade,"1928 E Highland Ave, Ste 105",Phoenix,AZ,85016,4.5,69,1,"Fitness & Instruction, Boot Camps, Interval Training Gyms, Active Life, Trainers, Gyms"
198957,Milestone Martial Arts,"9460 W Flamingo Rd, Ste 120",Las Vegas,NV,89147,5.0,3,1,"Active Life, Martial Arts, Fitness & Instruction, Brazilian Jiu-jitsu, Self-defense Classes, Gyms"
198982,Planet Fitness,27250 Lorain Rd,North Olmsted,OH,44070,2.5,11,1,"Active Life, Fitness & Instruction, Gyms, Trainers"
198999,Club Pilates- Las Vegas,"7460 W Lake Mead Blvd, #E1",Las Vegas,NV,89128,3.5,28,1,"Barre Classes, Active Life, Pilates, Fitness & Instruction"
199070,Pilates 4 YOU,"7330 E Earl Dr, Ste F",Scottsdale,AZ,85251,5.0,3,1,"Pilates, Active Life, Fitness & Instruction"
199078,Rocket Cycle,688 St. Clair Avenue West,Toronto,ON,M6C 1B1,5.0,6,1,"Fitness & Instruction, Gyms, Active Life"
199110,Bodysport Performance Training,1922 Rock Springs Dr,Las Vegas,NV,89128,5.0,26,1,"Boot Camps, Trainers, Circuit Training Gyms, Active Life, Fitness & Instruction, Gyms"
199195,Gymfinity,6300 Nesbitt Rd,Fitchburg,WI,53719,4.5,6,1,"Weight Loss Centers, Gymnastics, Gyms, Health & Medical, Active Life, Fitness & Instruction, Event Planning & Services, Party & Event Planning, Day Camps"
199224,Genesis Place,800 E Lake Boulevard NE,Airdrie,AB,T4A 2G4,4.5,3,1,"Specialty Schools, Active Life, Public Services & Government, Swimming Lessons/Schools, Education, Fitness & Instruction"
